result,graph,config,type,operation,method,generator
0.007923829,er22,7,edge,addition,adjlist,Erdos Renyi 
0.008050111,er22,7,edge,addition,adjlist,Erdos Renyi 
0.008104544,er23,7,edge,addition,adjlist,Erdos Renyi 
0.008490022,er23,7,edge,addition,adjlist,Erdos Renyi 
0.012832574,er23,7,edge,addition,adjlist,Erdos Renyi 
0.008189564,er23,7,edge,addition,adjlist,Erdos Renyi 
0.010829574,er23,7,edge,addition,adjlist,Erdos Renyi 
0.008092321,er24,7,edge,addition,adjlist,Erdos Renyi 
0.008162579,er24,7,edge,addition,adjlist,Erdos Renyi 
0.008432493,er24,7,edge,addition,adjlist,Erdos Renyi 
0.009247306,er24,7,edge,addition,adjlist,Erdos Renyi 
0.009403545,er24,7,edge,addition,adjlist,Erdos Renyi 
0.015286615,er25,8,edge,addition,adjlist,Erdos Renyi 
0.016996934,er25,8,edge,addition,adjlist,Erdos Renyi 
0.023774042,er25,8,edge,addition,adjlist,Erdos Renyi 
0.026615264,er25,8,edge,addition,adjlist,Erdos Renyi 
0.020945224,er25,8,edge,addition,adjlist,Erdos Renyi 
0.018400417,er26,8,edge,addition,adjlist,Erdos Renyi 
0.019196928,er26,8,edge,addition,adjlist,Erdos Renyi 
0.016571739,er26,8,edge,addition,adjlist,Erdos Renyi 
0.017298654,er26,8,edge,addition,adjlist,Erdos Renyi 
0.020320888,er26,8,edge,addition,adjlist,Erdos Renyi 
0.028830726,er27,8,edge,addition,adjlist,Erdos Renyi 
0.015967115,er27,8,edge,addition,adjlist,Erdos Renyi 
0.017181714,er27,8,edge,addition,adjlist,Erdos Renyi 
0.024298262,er27,8,edge,addition,adjlist,Erdos Renyi 
0.018031956,er27,8,edge,addition,adjlist,Erdos Renyi 
0.002675213,er01,0,edge,addition,adjmat,Erdos Renyi 
0.003206764,er01,0,edge,addition,adjmat,Erdos Renyi 
0.00288903,er01,0,edge,addition,adjmat,Erdos Renyi 
0.00259179,er01,0,edge,addition,adjmat,Erdos Renyi 
0.003134349,er01,0,edge,addition,adjmat,Erdos Renyi 
0.002728946,er02,0,edge,addition,adjmat,Erdos Renyi 
0.002835224,er02,0,edge,addition,adjmat,Erdos Renyi 
0.002812487,er02,0,edge,addition,adjmat,Erdos Renyi 
0.002739549,er02,0,edge,addition,adjmat,Erdos Renyi 
0.003202678,er02,0,edge,addition,adjmat,Erdos Renyi 
0.00256874,er03,0,edge,addition,adjmat,Erdos Renyi 
0.003392778,er03,0,edge,addition,adjmat,Erdos Renyi 
0.00330953,er03,0,edge,addition,adjmat,Erdos Renyi 
0.002702503,er03,0,edge,addition,adjmat,Erdos Renyi 
0.002729858,er03,0,edge,addition,adjmat,Erdos Renyi 
0.003264538,er04,1,edge,addition,adjmat,Erdos Renyi 
0.003146585,er04,1,edge,addition,adjmat,Erdos Renyi 
0.002543444,er04,1,edge,addition,adjmat,Erdos Renyi 
0.002853428,er04,1,edge,addition,adjmat,Erdos Renyi 
0.002873698,er04,1,edge,addition,adjmat,Erdos Renyi 
0.002615774,er05,1,edge,addition,adjmat,Erdos Renyi 
0.002715352,er05,1,edge,addition,adjmat,Erdos Renyi 
0.002579578,er05,1,edge,addition,adjmat,Erdos Renyi 
0.003079851,er05,1,edge,addition,adjmat,Erdos Renyi 
0.003065608,er05,1,edge,addition,adjmat,Erdos Renyi 
0.00311642,er06,1,edge,addition,adjmat,Erdos Renyi 
0.002623255,er06,1,edge,addition,adjmat,Erdos Renyi 
0.002608167,er06,1,edge,addition,adjmat,Erdos Renyi 
0.00311706,er06,1,edge,addition,adjmat,Erdos Renyi 
0.002598431,er06,1,edge,addition,adjmat,Erdos Renyi 
0.002480261,er07,2,edge,addition,adjmat,Erdos Renyi 
0.003217706,er07,2,edge,addition,adjmat,Erdos Renyi 
0.002879553,er07,2,edge,addition,adjmat,Erdos Renyi 
0.003028708,er07,2,edge,addition,adjmat,Erdos Renyi 
0.002498071,er07,2,edge,addition,adjmat,Erdos Renyi 
0.002606065,er08,2,edge,addition,adjmat,Erdos Renyi 
0.003849582,er08,2,edge,addition,adjmat,Erdos Renyi 
0.00266587,er08,2,edge,addition,adjmat,Erdos Renyi 
0.003664973,er08,2,edge,addition,adjmat,Erdos Renyi 
0.002808613,er08,2,edge,addition,adjmat,Erdos Renyi 
0.003173034,er09,2,edge,addition,adjmat,Erdos Renyi 
0.002383465,er09,2,edge,addition,adjmat,Erdos Renyi 
0.002655302,er09,2,edge,addition,adjmat,Erdos Renyi 
0.00257488,er09,2,edge,addition,adjmat,Erdos Renyi 
0.00246451,er09,2,edge,addition,adjmat,Erdos Renyi 
0.003532123,er10,3,edge,addition,adjmat,Erdos Renyi 
0.003577214,er10,3,edge,addition,adjmat,Erdos Renyi 
0.00350923,er10,3,edge,addition,adjmat,Erdos Renyi 
0.003434801,er10,3,edge,addition,adjmat,Erdos Renyi 
0.003454763,er10,3,edge,addition,adjmat,Erdos Renyi 
0.003516933,er11,3,edge,addition,adjmat,Erdos Renyi 
0.003688368,er11,3,edge,addition,adjmat,Erdos Renyi 
0.003688909,er11,3,edge,addition,adjmat,Erdos Renyi 
0.0034837,er11,3,edge,addition,adjmat,Erdos Renyi 
0.003587286,er11,3,edge,addition,adjmat,Erdos Renyi 
0.003609248,er12,3,edge,addition,adjmat,Erdos Renyi 
0.003563712,er12,3,edge,addition,adjmat,Erdos Renyi 
0.003608657,er12,3,edge,addition,adjmat,Erdos Renyi 
0.003465517,er12,3,edge,addition,adjmat,Erdos Renyi 
0.003666623,er12,3,edge,addition,adjmat,Erdos Renyi 
0.004211412,er13,4,edge,addition,adjmat,Erdos Renyi 
0.004430615,er13,4,edge,addition,adjmat,Erdos Renyi 
0.004412691,er13,4,edge,addition,adjmat,Erdos Renyi 
0.004197686,er13,4,edge,addition,adjmat,Erdos Renyi 
0.004709803,er13,4,edge,addition,adjmat,Erdos Renyi 
0.004966507,er14,4,edge,addition,adjmat,Erdos Renyi 
0.004425239,er14,4,edge,addition,adjmat,Erdos Renyi 
0.00454704,er14,4,edge,addition,adjmat,Erdos Renyi 
0.004453739,er14,4,edge,addition,adjmat,Erdos Renyi 
0.004447114,er14,4,edge,addition,adjmat,Erdos Renyi 
0.004881112,er15,4,edge,addition,adjmat,Erdos Renyi 
0.004942529,er15,4,edge,addition,adjmat,Erdos Renyi 
0.004280594,er15,4,edge,addition,adjmat,Erdos Renyi 
0.004362789,er15,4,edge,addition,adjmat,Erdos Renyi 
0.004757946,er15,4,edge,addition,adjmat,Erdos Renyi 
0.005150507,er16,5,edge,addition,adjmat,Erdos Renyi 
0.004622281,er16,5,edge,addition,adjmat,Erdos Renyi 
0.004268621,er16,5,edge,addition,adjmat,Erdos Renyi 
0.004735687,er16,5,edge,addition,adjmat,Erdos Renyi 
0.00461418,er16,5,edge,addition,adjmat,Erdos Renyi 
0.004672742,er17,5,edge,addition,adjmat,Erdos Renyi 
0.004681788,er17,5,edge,addition,adjmat,Erdos Renyi 
0.004431482,er17,5,edge,addition,adjmat,Erdos Renyi 
0.004698758,er17,5,edge,addition,adjmat,Erdos Renyi 
0.004352182,er17,5,edge,addition,adjmat,Erdos Renyi 
0.004392897,er18,5,edge,addition,adjmat,Erdos Renyi 
0.004578948,er18,5,edge,addition,adjmat,Erdos Renyi 
0.004803929,er18,5,edge,addition,adjmat,Erdos Renyi 
0.005319353,er18,5,edge,addition,adjmat,Erdos Renyi 
0.004609482,er18,5,edge,addition,adjmat,Erdos Renyi 
0.004821814,er19,6,edge,addition,adjmat,Erdos Renyi 
0.004886463,er19,6,edge,addition,adjmat,Erdos Renyi 
0.004869651,er19,6,edge,addition,adjmat,Erdos Renyi 
0.005071085,er19,6,edge,addition,adjmat,Erdos Renyi 
0.004918589,er19,6,edge,addition,adjmat,Erdos Renyi 
0.004995829,er20,6,edge,addition,adjmat,Erdos Renyi 
0.005032119,er20,6,edge,addition,adjmat,Erdos Renyi 
0.005003531,er20,6,edge,addition,adjmat,Erdos Renyi 
0.004976089,er20,6,edge,addition,adjmat,Erdos Renyi 
0.004767353,er20,6,edge,addition,adjmat,Erdos Renyi 
0.004789645,er21,6,edge,addition,adjmat,Erdos Renyi 
0.004901571,er21,6,edge,addition,adjmat,Erdos Renyi 
0.005617296,er21,6,edge,addition,adjmat,Erdos Renyi 
0.005658139,er21,6,edge,addition,adjmat,Erdos Renyi 
0.005619564,er21,6,edge,addition,adjmat,Erdos Renyi 
0.005595835,er22,7,edge,addition,adjmat,Erdos Renyi 
0.005449517,er22,7,edge,addition,adjmat,Erdos Renyi 
0.004930083,er22,7,edge,addition,adjmat,Erdos Renyi 
0.004810562,er22,7,edge,addition,adjmat,Erdos Renyi 
0.004831034,er22,7,edge,addition,adjmat,Erdos Renyi 
0.005928181,er23,7,edge,addition,adjmat,Erdos Renyi 
0.005724648,er23,7,edge,addition,adjmat,Erdos Renyi 
0.005196575,er23,7,edge,addition,adjmat,Erdos Renyi 
0.004931502,er23,7,edge,addition,adjmat,Erdos Renyi 
0.00577066,er23,7,edge,addition,adjmat,Erdos Renyi 
0.005813028,er24,7,edge,addition,adjmat,Erdos Renyi 
0.004953136,er24,7,edge,addition,adjmat,Erdos Renyi 
0.006175142,er24,7,edge,addition,adjmat,Erdos Renyi 
0.005657121,er24,7,edge,addition,adjmat,Erdos Renyi 
0.005532362,er24,7,edge,addition,adjmat,Erdos Renyi 
0.005110331,er25,8,edge,addition,adjmat,Erdos Renyi 
0.00501741,er25,8,edge,addition,adjmat,Erdos Renyi 
0.005835071,er25,8,edge,addition,adjmat,Erdos Renyi 
0.005717007,er25,8,edge,addition,adjmat,Erdos Renyi 
0.005837296,er25,8,edge,addition,adjmat,Erdos Renyi 
0.005233016,er26,8,edge,addition,adjmat,Erdos Renyi 
0.006888445,er26,8,edge,addition,adjmat,Erdos Renyi 
0.006399848,er26,8,edge,addition,adjmat,Erdos Renyi 
0.005819309,er26,8,edge,addition,adjmat,Erdos Renyi 
0.00627532,er26,8,edge,addition,adjmat,Erdos Renyi 
0.006210455,er27,8,edge,addition,adjmat,Erdos Renyi 
0.005817912,er27,8,edge,addition,adjmat,Erdos Renyi 
0.007352503,er27,8,edge,addition,adjmat,Erdos Renyi 
0.006019933,er27,8,edge,addition,adjmat,Erdos Renyi 
0.005534385,er27,8,edge,addition,adjmat,Erdos Renyi 
0.10201813,er01,0,edge,addition,incmat,Erdos Renyi 
0.105034235,er01,0,edge,addition,incmat,Erdos Renyi 
0.105074063,er01,0,edge,addition,incmat,Erdos Renyi 
0.102802708,er01,0,edge,addition,incmat,Erdos Renyi 
0.10707283,er01,0,edge,addition,incmat,Erdos Renyi 
0.102483959,er02,0,edge,addition,incmat,Erdos Renyi 
0.107022285,er02,0,edge,addition,incmat,Erdos Renyi 
0.107624253,er02,0,edge,addition,incmat,Erdos Renyi 
0.102163657,er02,0,edge,addition,incmat,Erdos Renyi 
0.099932277,er02,0,edge,addition,incmat,Erdos Renyi 
0.101950146,er03,0,edge,addition,incmat,Erdos Renyi 
0.105405651,er03,0,edge,addition,incmat,Erdos Renyi 
0.102485265,er03,0,edge,addition,incmat,Erdos Renyi 
0.102637791,er03,0,edge,addition,incmat,Erdos Renyi 
0.107104249,er03,0,edge,addition,incmat,Erdos Renyi 
0.103141693,er04,1,edge,addition,incmat,Erdos Renyi 
0.105331295,er04,1,edge,addition,incmat,Erdos Renyi 
0.108251011,er04,1,edge,addition,incmat,Erdos Renyi 
0.104189211,er04,1,edge,addition,incmat,Erdos Renyi 
0.110559506,er04,1,edge,addition,incmat,Erdos Renyi 
0.105657664,er05,1,edge,addition,incmat,Erdos Renyi 
0.107685985,er05,1,edge,addition,incmat,Erdos Renyi 
0.103842813,er05,1,edge,addition,incmat,Erdos Renyi 
0.110205609,er05,1,edge,addition,incmat,Erdos Renyi 
0.110235567,er05,1,edge,addition,incmat,Erdos Renyi 
0.110884423,er06,1,edge,addition,incmat,Erdos Renyi 
0.104085633,er06,1,edge,addition,incmat,Erdos Renyi 
0.105748203,er06,1,edge,addition,incmat,Erdos Renyi 
0.10507892,er06,1,edge,addition,incmat,Erdos Renyi 
0.110868923,er06,1,edge,addition,incmat,Erdos Renyi 
0.10861845,er07,2,edge,addition,incmat,Erdos Renyi 
0.119100776,er07,2,edge,addition,incmat,Erdos Renyi 
0.103804128,er07,2,edge,addition,incmat,Erdos Renyi 
0.108685653,er07,2,edge,addition,incmat,Erdos Renyi 
0.113576393,er07,2,edge,addition,incmat,Erdos Renyi 
0.111029446,er08,2,edge,addition,incmat,Erdos Renyi 
0.112503662,er08,2,edge,addition,incmat,Erdos Renyi 
0.110423238,er08,2,edge,addition,incmat,Erdos Renyi 
0.118697711,er08,2,edge,addition,incmat,Erdos Renyi 
0.117823346,er08,2,edge,addition,incmat,Erdos Renyi 
0.111681177,er09,2,edge,addition,incmat,Erdos Renyi 
0.108182347,er09,2,edge,addition,incmat,Erdos Renyi 
0.109567633,er09,2,edge,addition,incmat,Erdos Renyi 
0.114969357,er09,2,edge,addition,incmat,Erdos Renyi 
0.110573039,er09,2,edge,addition,incmat,Erdos Renyi 
1.325899187,er10,3,edge,addition,incmat,Erdos Renyi 
1.303583498,er10,3,edge,addition,incmat,Erdos Renyi 
1.329080135,er10,3,edge,addition,incmat,Erdos Renyi 
1.299764078,er10,3,edge,addition,incmat,Erdos Renyi 
1.308219904,er10,3,edge,addition,incmat,Erdos Renyi 
1.32939907,er11,3,edge,addition,incmat,Erdos Renyi 
1.295145301,er11,3,edge,addition,incmat,Erdos Renyi 
1.333830544,er11,3,edge,addition,incmat,Erdos Renyi 
1.341072144,er11,3,edge,addition,incmat,Erdos Renyi 
1.308609961,er11,3,edge,addition,incmat,Erdos Renyi 
1.339919383,er12,3,edge,addition,incmat,Erdos Renyi 
1.331734384,er12,3,edge,addition,incmat,Erdos Renyi 
1.334655401,er12,3,edge,addition,incmat,Erdos Renyi 
1.305435392,er12,3,edge,addition,incmat,Erdos Renyi 
1.307077047,er12,3,edge,addition,incmat,Erdos Renyi 
1.478126994,er13,4,edge,addition,incmat,Erdos Renyi 
1.473376709,er13,4,edge,addition,incmat,Erdos Renyi 
1.482409119,er13,4,edge,addition,incmat,Erdos Renyi 
1.45015909,er13,4,edge,addition,incmat,Erdos Renyi 
1.456833813,er13,4,edge,addition,incmat,Erdos Renyi 
1.467259069,er14,4,edge,addition,incmat,Erdos Renyi 
1.47899593,er14,4,edge,addition,incmat,Erdos Renyi 
1.447591918,er14,4,edge,addition,incmat,Erdos Renyi 
1.474282738,er14,4,edge,addition,incmat,Erdos Renyi 
1.481375897,er14,4,edge,addition,incmat,Erdos Renyi 
1.482344706,er15,4,edge,addition,incmat,Erdos Renyi 
1.455719145,er15,4,edge,addition,incmat,Erdos Renyi 
1.48320137,er15,4,edge,addition,incmat,Erdos Renyi 
1.476252761,er15,4,edge,addition,incmat,Erdos Renyi 
1.479284448,er15,4,edge,addition,incmat,Erdos Renyi 
2.347414465,er16,5,edge,addition,incmat,Erdos Renyi 
2.608428986,er16,5,edge,addition,incmat,Erdos Renyi 
2.583355624,er16,5,edge,addition,incmat,Erdos Renyi 
2.558743055,er16,5,edge,addition,incmat,Erdos Renyi 
2.632918541,er16,5,edge,addition,incmat,Erdos Renyi 
2.55242065,er17,5,edge,addition,incmat,Erdos Renyi 
2.578527062,er17,5,edge,addition,incmat,Erdos Renyi 
2.562444816,er17,5,edge,addition,incmat,Erdos Renyi 
2.612460709,er17,5,edge,addition,incmat,Erdos Renyi 
2.594125673,er17,5,edge,addition,incmat,Erdos Renyi 
2.629891465,er18,5,edge,addition,incmat,Erdos Renyi 
2.525325897,er18,5,edge,addition,incmat,Erdos Renyi 
2.53352056,er18,5,edge,addition,incmat,Erdos Renyi 
2.59984006,er18,5,edge,addition,incmat,Erdos Renyi 
2.569841162,er18,5,edge,addition,incmat,Erdos Renyi 
2.589027756,er19,6,edge,addition,incmat,Erdos Renyi 
2.575573979,er19,6,edge,addition,incmat,Erdos Renyi 
2.603343854,er19,6,edge,addition,incmat,Erdos Renyi 
2.562525875,er19,6,edge,addition,incmat,Erdos Renyi 
2.563777604,er19,6,edge,addition,incmat,Erdos Renyi 
2.59973398,er20,6,edge,addition,incmat,Erdos Renyi 
2.592386851,er20,6,edge,addition,incmat,Erdos Renyi 
2.602401194,er20,6,edge,addition,incmat,Erdos Renyi 
2.558896638,er20,6,edge,addition,incmat,Erdos Renyi 
2.590220758,er20,6,edge,addition,incmat,Erdos Renyi 
2.550254589,er21,6,edge,addition,incmat,Erdos Renyi 
2.60946239,er21,6,edge,addition,incmat,Erdos Renyi 
2.614803329,er21,6,edge,addition,incmat,Erdos Renyi 
2.608650705,er21,6,edge,addition,incmat,Erdos Renyi 
2.569749906,er21,6,edge,addition,incmat,Erdos Renyi 
4.169994061,er22,7,edge,addition,incmat,Erdos Renyi 
4.458546881,er22,7,edge,addition,incmat,Erdos Renyi 
4.101715761,er22,7,edge,addition,incmat,Erdos Renyi 
4.091193493,er22,7,edge,addition,incmat,Erdos Renyi 
4.100082661,er22,7,edge,addition,incmat,Erdos Renyi 
4.075118366,er23,7,edge,addition,incmat,Erdos Renyi 
4.125886624,er23,7,edge,addition,incmat,Erdos Renyi 
4.037236308,er23,7,edge,addition,incmat,Erdos Renyi 
4.239554106,er23,7,edge,addition,incmat,Erdos Renyi 
3.994388684,er23,7,edge,addition,incmat,Erdos Renyi 
4.454655823,er24,7,edge,addition,incmat,Erdos Renyi 
4.062576492,er24,7,edge,addition,incmat,Erdos Renyi 
4.197058264,er24,7,edge,addition,incmat,Erdos Renyi 
4.06912478,er24,7,edge,addition,incmat,Erdos Renyi 
4.059532019,er24,7,edge,addition,incmat,Erdos Renyi 
6.581370071,er25,8,edge,addition,incmat,Erdos Renyi 
6.783463974,er25,8,edge,addition,incmat,Erdos Renyi 
6.396654522,er25,8,edge,addition,incmat,Erdos Renyi 
7.115717782,er25,8,edge,addition,incmat,Erdos Renyi 
6.596317187,er25,8,edge,addition,incmat,Erdos Renyi 
6.885616678,er26,8,edge,addition,incmat,Erdos Renyi 
6.930218876,er26,8,edge,addition,incmat,Erdos Renyi 
6.65760082,er26,8,edge,addition,incmat,Erdos Renyi 
6.539517719,er26,8,edge,addition,incmat,Erdos Renyi 
7.076891733,er26,8,edge,addition,incmat,Erdos Renyi 
6.590940823,er27,8,edge,addition,incmat,Erdos Renyi 
6.664640071,er27,8,edge,addition,incmat,Erdos Renyi 
6.494698042,er27,8,edge,addition,incmat,Erdos Renyi 
6.976046815,er27,8,edge,addition,incmat,Erdos Renyi 
7.014370431,er27,8,edge,addition,incmat,Erdos Renyi 
0.008322897,sf01,0,edge,addition,adjlist,Scale Free
0.008475902,sf01,0,edge,addition,adjlist,Scale Free
0.008417548,sf01,0,edge,addition,adjlist,Scale Free
0.008455726,sf01,0,edge,addition,adjlist,Scale Free
0.008231695,sf01,0,edge,addition,adjlist,Scale Free
0.008452137,sf02,0,edge,addition,adjlist,Scale Free
0.008103418,sf02,0,edge,addition,adjlist,Scale Free
0.008530202,sf02,0,edge,addition,adjlist,Scale Free
0.008097907,sf02,0,edge,addition,adjlist,Scale Free
0.008250332,sf02,0,edge,addition,adjlist,Scale Free
0.00850981,sf03,0,edge,addition,adjlist,Scale Free
0.008831618,sf03,0,edge,addition,adjlist,Scale Free
0.00940826,sf03,0,edge,addition,adjlist,Scale Free
0.008472583,sf03,0,edge,addition,adjlist,Scale Free
0.008312469,sf03,0,edge,addition,adjlist,Scale Free
0.010399362,sf04,1,edge,addition,adjlist,Scale Free
0.010736425,sf04,1,edge,addition,adjlist,Scale Free
0.010257737,sf04,1,edge,addition,adjlist,Scale Free
0.01034858,sf04,1,edge,addition,adjlist,Scale Free
0.010181868,sf04,1,edge,addition,adjlist,Scale Free
0.009912991,sf05,1,edge,addition,adjlist,Scale Free
0.010226487,sf05,1,edge,addition,adjlist,Scale Free
0.01004969,sf05,1,edge,addition,adjlist,Scale Free
0.010272939,sf05,1,edge,addition,adjlist,Scale Free
0.01018024,sf05,1,edge,addition,adjlist,Scale Free
0.010446172,sf06,1,edge,addition,adjlist,Scale Free
0.010049082,sf06,1,edge,addition,adjlist,Scale Free
0.010284438,sf06,1,edge,addition,adjlist,Scale Free
0.010416184,sf06,1,edge,addition,adjlist,Scale Free
0.010176356,sf06,1,edge,addition,adjlist,Scale Free
0.012388487,sf07,2,edge,addition,adjlist,Scale Free
0.01181287,sf07,2,edge,addition,adjlist,Scale Free
0.012034724,sf07,2,edge,addition,adjlist,Scale Free
0.012382089,sf07,2,edge,addition,adjlist,Scale Free
0.012081863,sf07,2,edge,addition,adjlist,Scale Free
0.012103413,sf08,2,edge,addition,adjlist,Scale Free
0.012196905,sf08,2,edge,addition,adjlist,Scale Free
0.012511577,sf08,2,edge,addition,adjlist,Scale Free
0.011980956,sf08,2,edge,addition,adjlist,Scale Free
0.01253271,sf08,2,edge,addition,adjlist,Scale Free
0.012261027,sf09,2,edge,addition,adjlist,Scale Free
0.012397962,sf09,2,edge,addition,adjlist,Scale Free
0.012066301,sf09,2,edge,addition,adjlist,Scale Free
0.012022654,sf09,2,edge,addition,adjlist,Scale Free
0.011984941,sf09,2,edge,addition,adjlist,Scale Free
0.004391899,sf10,3,edge,addition,adjlist,Scale Free
0.004603894,sf10,3,edge,addition,adjlist,Scale Free
0.004486557,sf10,3,edge,addition,adjlist,Scale Free
0.004567652,sf10,3,edge,addition,adjlist,Scale Free
0.004336828,sf10,3,edge,addition,adjlist,Scale Free
0.004358971,sf11,3,edge,addition,adjlist,Scale Free
0.004302414,sf11,3,edge,addition,adjlist,Scale Free
0.004577189,sf11,3,edge,addition,adjlist,Scale Free
0.004251511,sf11,3,edge,addition,adjlist,Scale Free
0.004315821,sf11,3,edge,addition,adjlist,Scale Free
0.004490196,sf12,3,edge,addition,adjlist,Scale Free
0.00457447,sf12,3,edge,addition,adjlist,Scale Free
0.004387467,sf12,3,edge,addition,adjlist,Scale Free
0.004601062,sf12,3,edge,addition,adjlist,Scale Free
0.004448546,sf12,3,edge,addition,adjlist,Scale Free
0.007500567,sf13,4,edge,addition,adjlist,Scale Free
0.007420541,sf13,4,edge,addition,adjlist,Scale Free
0.007207909,sf13,4,edge,addition,adjlist,Scale Free
0.007474338,sf13,4,edge,addition,adjlist,Scale Free
0.00735289,sf13,4,edge,addition,adjlist,Scale Free
0.007859687,sf14,4,edge,addition,adjlist,Scale Free
0.007747446,sf14,4,edge,addition,adjlist,Scale Free
0.007625906,sf14,4,edge,addition,adjlist,Scale Free
0.007599172,sf14,4,edge,addition,adjlist,Scale Free
0.007661264,sf14,4,edge,addition,adjlist,Scale Free
0.007479553,sf15,4,edge,addition,adjlist,Scale Free
0.007414307,sf15,4,edge,addition,adjlist,Scale Free
0.0075937,sf15,4,edge,addition,adjlist,Scale Free
0.007626881,sf15,4,edge,addition,adjlist,Scale Free
0.007529348,sf15,4,edge,addition,adjlist,Scale Free
0.010493231,sf16,5,edge,addition,adjlist,Scale Free
0.014545798,sf16,5,edge,addition,adjlist,Scale Free
0.010618156,sf16,5,edge,addition,adjlist,Scale Free
0.014268225,sf16,5,edge,addition,adjlist,Scale Free
0.011120288,sf16,5,edge,addition,adjlist,Scale Free
0.010211808,sf17,5,edge,addition,adjlist,Scale Free
0.011473549,sf17,5,edge,addition,adjlist,Scale Free
0.010218546,sf17,5,edge,addition,adjlist,Scale Free
0.010563636,sf17,5,edge,addition,adjlist,Scale Free
0.010562734,sf17,5,edge,addition,adjlist,Scale Free
0.009865977,sf18,5,edge,addition,adjlist,Scale Free
0.01271836,sf18,5,edge,addition,adjlist,Scale Free
0.010061587,sf18,5,edge,addition,adjlist,Scale Free
0.009874562,sf18,5,edge,addition,adjlist,Scale Free
0.010297688,sf18,5,edge,addition,adjlist,Scale Free
0.008068015,sf19,6,edge,addition,adjlist,Scale Free
0.005908562,sf19,6,edge,addition,adjlist,Scale Free
0.005601043,sf19,6,edge,addition,adjlist,Scale Free
0.00741367,sf19,6,edge,addition,adjlist,Scale Free
0.007293291,sf19,6,edge,addition,adjlist,Scale Free
0.005617357,sf20,6,edge,addition,adjlist,Scale Free
0.005896538,sf20,6,edge,addition,adjlist,Scale Free
0.005695789,sf20,6,edge,addition,adjlist,Scale Free
0.005595989,sf20,6,edge,addition,adjlist,Scale Free
0.005389452,sf20,6,edge,addition,adjlist,Scale Free
0.006502906,sf21,6,edge,addition,adjlist,Scale Free
0.005685933,sf21,6,edge,addition,adjlist,Scale Free
0.007846793,sf21,6,edge,addition,adjlist,Scale Free
0.005354729,sf21,6,edge,addition,adjlist,Scale Free
0.00693478,sf21,6,edge,addition,adjlist,Scale Free
0.008456059,sf22,7,edge,addition,adjlist,Scale Free
0.008520059,sf22,7,edge,addition,adjlist,Scale Free
0.010360441,sf22,7,edge,addition,adjlist,Scale Free
0.009022957,sf22,7,edge,addition,adjlist,Scale Free
0.009256243,sf22,7,edge,addition,adjlist,Scale Free
0.008378265,sf23,7,edge,addition,adjlist,Scale Free
0.008284902,sf23,7,edge,addition,adjlist,Scale Free
0.010826073,sf23,7,edge,addition,adjlist,Scale Free
0.008338296,sf23,7,edge,addition,adjlist,Scale Free
0.008831373,sf23,7,edge,addition,adjlist,Scale Free
0.00876274,sf24,7,edge,addition,adjlist,Scale Free
0.008199094,sf24,7,edge,addition,adjlist,Scale Free
0.012106957,sf24,7,edge,addition,adjlist,Scale Free
0.008343875,sf24,7,edge,addition,adjlist,Scale Free
0.013492045,sf24,7,edge,addition,adjlist,Scale Free
0.016379677,sf25,8,edge,addition,adjlist,Scale Free
0.022379607,sf25,8,edge,addition,adjlist,Scale Free
0.016613211,sf25,8,edge,addition,adjlist,Scale Free
0.01571096,sf25,8,edge,addition,adjlist,Scale Free
0.020706319,sf25,8,edge,addition,adjlist,Scale Free
0.017432234,sf26,8,edge,addition,adjlist,Scale Free
0.0210413,sf26,8,edge,addition,adjlist,Scale Free
0.03068195,sf26,8,edge,addition,adjlist,Scale Free
0.025013988,sf26,8,edge,addition,adjlist,Scale Free
0.019552127,sf26,8,edge,addition,adjlist,Scale Free
0.01854116,sf27,8,edge,addition,adjlist,Scale Free
0.017344582,sf27,8,edge,addition,adjlist,Scale Free
0.019187656,sf27,8,edge,addition,adjlist,Scale Free
0.017683462,sf27,8,edge,addition,adjlist,Scale Free
0.019464404,sf27,8,edge,addition,adjlist,Scale Free
0.002674281,sf01,0,edge,addition,adjmat,Scale Free
0.00313754,sf01,0,edge,addition,adjmat,Scale Free
0.002767496,sf01,0,edge,addition,adjmat,Scale Free
0.002564668,sf01,0,edge,addition,adjmat,Scale Free
0.003287467,sf01,0,edge,addition,adjmat,Scale Free
0.002983075,sf02,0,edge,addition,adjmat,Scale Free
0.00262114,sf02,0,edge,addition,adjmat,Scale Free
0.003408043,sf02,0,edge,addition,adjmat,Scale Free
0.003343129,sf02,0,edge,addition,adjmat,Scale Free
0.003271234,sf02,0,edge,addition,adjmat,Scale Free
0.003175282,sf03,0,edge,addition,adjmat,Scale Free
0.00263346,sf03,0,edge,addition,adjmat,Scale Free
0.002750347,sf03,0,edge,addition,adjmat,Scale Free
0.003140503,sf03,0,edge,addition,adjmat,Scale Free
0.002634613,sf03,0,edge,addition,adjmat,Scale Free
0.002630057,sf04,1,edge,addition,adjmat,Scale Free
0.002740953,sf04,1,edge,addition,adjmat,Scale Free
0.00268967,sf04,1,edge,addition,adjmat,Scale Free
0.002691835,sf04,1,edge,addition,adjmat,Scale Free
0.002823958,sf04,1,edge,addition,adjmat,Scale Free
0.003100974,sf05,1,edge,addition,adjmat,Scale Free
0.002566498,sf05,1,edge,addition,adjmat,Scale Free
0.002585581,sf05,1,edge,addition,adjmat,Scale Free
0.00291042,sf05,1,edge,addition,adjmat,Scale Free
